Year,ACC,Big_Ten,Big_12,Pac_12,SEC,Other,Height_IN,Weight_LBS,Wonderlic,40_Yard,Bench_Press,Vert_Leap_IN,Broad_Jump_IN,Shuttle,3Cone,Started
1987,0,0,0,0,1,0,75.6,207,NA,5.15,6,26.5,104,4.63,NA,No
1987,0,0,0,0,0,1,75,212,NA,4.95,NA,28,108,4.51,NA,Yes
1987,0,0,0,0,0,1,71.3,187,NA,NA,NA,NA,NA,NA,NA,Yes
1987,1,0,0,0,0,1,76.3,213,NA,4.75,13,NA,NA,NA,NA,Yes
1987,0,0,0,1,0,0,73,206,NA,4.83,8,24,106,4.41,NA,No
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,1,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,1,0,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,1,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,0,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
,,,,,0,1,,,,,,,,,,
