Year,Name,College,POS,ProDay/Combine,Height (in),Weight (lbs),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,Started
1999,Donovan McNabb,Syracuse,QB,Combine,74.3,223,14,4.64,NA,33,116,4.38,7.3,No
1999,Cade McNown,UCLA,QB,Combine,72.9,213,28,4.76,NA,33.5,108,4.28,7.27,No
1999,Akili Smith,Oregon,QB,Combine,74.8,227,26,4.7,NA,34,111,4.29,6.99,No
1999,Ted White,Howard (DC),QB,Combine,74.4,226,12,5.14,NA,30.5,106,4.51,7.5,No
1999,Anthony Wright,South Carolina,QB,Combine,73.4,195,16,4.74,NA,31,116,4.35,7.45,No
1998,Charlie Batch,Eastern Michigan,QB,Combine,73.9,216,NA,4.89,NA,33.5,118,4.11,7.6,No
1998,Thad Busby,Florida State,QB,Combine,74.1,223,NA,4.97,NA,30.5,110,NA,NA,No
1998,Ryan Clement,Miami (FL),QB,Combine,73,212,NA,5.02,NA,31,104,4.39,7.85,No
1998,John Dutton,Nevada Las Vegas,QB,Combine,75.9,219,NA,4.68,NA,29,104,4.22,7.55,No
1998,Shane Fortney,Northern Iowa,QB,Combine,73.6,225,NA,4.72,NA,33.5,114,4.3,7.74,No
1998,Dan Gonzalez,East Carolina (NC),QB,Combine,74.6,214,NA,4.89,NA,29,104,4.23,7.58,No
1998,Paul Kaiser,Central Missouri,QB,Combine,74.6,211,NA,4.78,NA,34.5,114,4.04,7.25,No
1998,Ryan Leaf,Washington State,QB,Combine,77.4,261,NA,NA,NA,NA,NA,NA,NA,No
1998,Peyton Manning,Tennessee,QB,Combine,77.3,230,NA,NA,NA,NA,NA,NA,NA,No
1998,Chris Mccoy,Navy,QB,Combine,69.8,196,NA,4.8,15,29.5,109,NA,NA,No
1998,Mike Mcqueary,Penn State,QB,Combine,76.3,223,NA,5.16,NA,26,99,4.4,7.79,No
1998,Ron Powlus,Notre Dame,QB,Combine,73.6,219,NA,5.1,NA,26,98,4.35,7.53,No
1998,Cory Sauter,Minnesota,QB,Combine,76.1,218,NA,4.98,NA,31,109,4.15,7.45,No
1998,Matt Sherman,Iowa,QB,Combine,73.9,207,NA,5.06,NA,26.5,103,4.37,7.68,No
1997,Jim Arellanes,Frenso State (CA),QB,Combine,75.1,211,NA,5.19,NA,27,102,4.67,8.03,No
1997,Pat Barnes,California,QB,Combine,75.1,212,NA,NA,NA,NA,NA,NA,NA,No
1997,Mike Cherry,Murray State (KY),QB,Combine,75.9,222,NA,5.11,NA,28.5,105,4.38,7.8,No
1997,Chuck Clements,Houston,QB,Combine,74.6,211,NA,4.98,NA,31.5,108,4.36,7.69,No
1997,Marcus Crandell,East Carolina (NC),QB,Combine,71.4,204,NA,4.78,NA,30,105,4.67,8.25,No
1997,Jason Davis,Western State Colorado,QB,Combine,75.5,220,NA,4.92,NA,30.5,107,4.33,7.85,No
1997,Koy Detmer,Colorado,QB,Combine,72.9,180,NA,5.14,NA,28.5,103,4.37,7.79,No
1997,Jim Druckenmiller,Virginia Tech,QB,Combine,76.6,234,NA,NA,NA,29,106,4.28,7.92,No
1997,Lance Funderburk,Valdosta State (GA),QB,Combine,76.4,227,NA,5.23,NA,27,97,NA,NA,No
1997,Eric Kresser,Marshall (WV),QB,Combine,74.3,220,NA,NA,NA,NA,NA,NA,NA,No
1997,Jason Martin,Louisiana Tech,QB,Combine,74.4,234,NA,5.01,NA,29,101,4.47,7.81,No
1997,Brad Otton,Southern California,QB,Combine,78.1,224,NA,5,NA,31.5,112,4.39,7.54,No
1997,Jake Plummer,Arizona State,QB,Combine,74.3,195,NA,4.96,NA,30,111,4.29,7.3,No
1997,Wally Richardson,Penn State,QB,Combine,76.4,221,NA,4.95,NA,31,109,4.47,7.97,No
1997,Steve Sarkisian,Brigham Young,QB,Combine,72.4,208,NA,4.96,NA,30,104,4.51,8.16,No
1997,Danny Wuerffel,Florida,QB,Combine,73.8,212,NA,4.9,NA,28,100,4.42,7.69,No
1996,Tony Banks,Michigan State,QB,Combine,76.5,220,NA,4.93,NA,NA,NA,4.55,NA,No
1996,Grady Benton,West Texas A&M,QB,Combine,73.8,196,NA,4.88,NA,29,109,4.62,NA,No
1996,Brook Berringer,Nebraska,QB,Combine,75.5,218,NA,4.69,NA,33,113,4.13,NA,No
1996,Antwan Chiles,Liberty (VA),QB,Combine,73.1,240,NA,4.94,NA,30,105,4.73,NA,No
1996,Dave Dickenson,Montana,QB,Combine,70.4,185,NA,5.19,NA,29,108,4.51,NA,No
1996,Mike Groh,Virginia,QB,Combine,74.8,204,NA,5.17,NA,31,117,4.41,NA,No
1996,Bobby Hoying,Ohio State,QB,Combine,75.3,221,NA,4.73,NA,31,108,4.16,NA,No
1996,Danny Kanell,Florida State,QB,Combine,75.4,222,NA,NA,NA,NA,NA,NA,NA,No
1996,Josh Larocca,Rice (TX),QB,Combine,72.9,209,NA,NA,NA,NA,NA,NA,NA,No
1996,Jeff Lewis,Northern Arizona,QB,Combine,73.8,215,NA,NA,NA,NA,NA,NA,NA,No
1996,Scott Milanovich,Maryland,QB,Combine,74.5,218,NA,NA,NA,NA,NA,NA,NA,No
1996,Alfred Montez,Western New Mexico,QB,Combine,73.6,235,NA,5.07,NA,24.5,99,4.79,NA,No
1996,Josh Nelson,Mississippi,QB,Combine,74.1,198,NA,5.05,NA,31.5,108,4.53,NA,No
1996,Kendrick Nord,Grambling State (LA),QB,Combine,74.5,207,NA,4.71,NA,36.5,120,4.32,NA,No
1996,James Richey,Stephen F. Austin (TX),QB,Combine,73.8,211,NA,4.97,NA,25.5,107,NA,NA,No
1996,Aaron Sparrow,Norfolk State (VA),QB,Combine,72.5,211,NA,4.94,NA,29.5,108,4.21,NA,No
1996,Jon Stark,Trinity International (IL),QB,Combine,75.8,222,NA,NA,NA,NA,NA,NA,NA,No
1996,Steve Taneyhill,South Carolina,QB,Combine,74.4,220,NA,NA,NA,NA,NA,NA,NA,No
1996,Kyle Wachholtz,Southern California,QB,Combine,76.3,233,NA,5.14,NA,25,96,4.65,NA,No
1996,Dan White,Arizona,QB,Combine,72.5,211,NA,NA,NA,NA,NA,NA,NA,No
1995,Jay Barker,Alabama,QB,Combine,74.4,212,NA,4.94,NA,27,105,4.31,NA,No
1995,Dave Barr,California,QB,Combine,74.9,210,NA,NA,NA,NA,NA,NA,NA,No
1995,Stoney Case,New Mexico,QB,Combine,74.5,206,NA,4.83,NA,30.5,111,4.25,NA,No
1995,Kerry Collins,Penn State,QB,Combine,77,240,NA,NA,NA,NA,NA,NA,NA,No
1995,Todd Collins,Michigan,QB,Combine,76.6,224,NA,5.07,NA,30,111,4.34,NA,No
1995,Frank Costa,Miami (FL),QB,Combine,75.3,215,NA,5.13,NA,25,101,4.66,NA,No
1995,Ed Daniels,Langston (OK),QB,Combine,74.1,203,NA,5,NA,27,110,4.47,NA,No
1995,Terry Dean,Florida,QB,Combine,73.5,213,NA,4.91,NA,30,111,4.12,NA,No
1995,Kelly Holcomb,Middle Tennessee State,QB,Combine,74.4,202,NA,5.12,NA,28,107,4.44,NA,No
1995,Rob Johnson,Southern California,QB,Combine,75.3,223,NA,NA,NA,NA,NA,NA,NA,No
1995,Kevin Mason,Syracuse,QB,Combine,75,205,NA,4.7,NA,31,113,4.09,NA,No
1995,Chad May,Kansas State,QB,Combine,73.4,226,NA,NA,NA,NA,NA,NA,NA,No
1995,Steve Mcnair,Alcorn State (MS),QB,Combine,73.6,224,NA,NA,NA,NA,115,NA,NA,No
1995,John Sacca,Eastern Kentucky,QB,Combine,74.4,206,NA,5.07,NA,27.5,107,4.38,NA,No
1995,Steve Stenstrom,Stanford,QB,Combine,73.9,199,NA,5.08,NA,28,100,4.03,NA,No
1995,Kordell Stewart,Colorado,QB,Combine,73.5,212,NA,4.52,NA,36,125,4.13,NA,No
1995,John Walsh,Brigham Young,QB,Combine,75,214,NA,NA,NA,NA,NA,NA,NA,No
1995,Eric Zeier,Georgia,QB,Combine,72.5,208,NA,NA,NA,NA,NA,NA,NA,No
1994,Jim Ballard,Mount Union (OH),QB,Combine,74.9,223,NA,5.08,NA,26.5,108,4.25,NA,No
1994,Jeff Brohm,Louisville,QB,Combine,72.8,208,NA,NA,NA,34.5,113,4.23,NA,No
1994,Paul Burmeister,Iowa,QB,Combine,74.4,215,NA,5.1,NA,29.5,108,4.36,NA,No
1994,Robert Cobb,Louisiana-Monroe,QB,Combine,74.5,217,NA,NA,NA,26,104,4.76,NA,No
1994,Trent Dilfer,Frenso State (CA),QB,Combine,75.3,228,NA,NA,NA,NA,NA,NA,NA,No
1994,Clint Dolezel,East Texas Baptist,QB,Combine,76.4,189,NA,5.01,NA,26.5,112,4.38,NA,No
1994,Jay Fiedler,Dartmouth (NH),QB,Combine,73.4,215,NA,4.81,NA,33.5,116,4.46,NA,No
1994,Glenn Foley,Boston College,QB,Combine,72.8,212,NA,NA,NA,NA,NA,NA,NA,No
1994,Gus Frerotte,Tulsa (OK),QB,Combine,75,221,NA,5.04,NA,26,102,4.79,NA,No
1994,Marvin Graves,Syracuse,QB,Combine,72.8,201,NA,5.14,NA,27.5,105,4.54,NA,No
1994,Jake Kelchner,West Virginia,QB,Combine,73,218,NA,5.12,NA,27,99,4.47,NA,No
1994,Perry Klein,LIU-CW Post (NY),QB,Combine,74.4,214,NA,4.84,NA,32.5,115,4.2,NA,No
1994,Jimmy Klingler,Houston,QB,Combine,74.5,218,NA,5.03,NA,29.5,111,4.45,NA,No
1994,Steve Matthews,Memphis,QB,Combine,74.9,208,NA,NA,NA,NA,NA,NA,NA,No
1994,Jim Miller,Michigan State,QB,Combine,74.3,227,NA,5.13,NA,24.5,100,4.39,NA,No
1994,Cree Morris,Saint Mary's (CA),QB,Combine,79,239,NA,5.36,NA,26.5,99,4.73,NA,No
1994,Doug Nussmeier,Idaho,QB,Combine,74.9,211,NA,4.88,NA,33,113,4.13,NA,No
1994,Heath Shuler,Tennessee,QB,Combine,74,221,NA,NA,NA,NA,NA,NA,NA,No
1994,Jewel Walker,Howard (DC),QB,Combine,75.1,235,NA,5.02,NA,30,106,4.66,NA,No
1993,Drew Bledsoe,Washington State,QB,Combine,77,233,NA,NA,NA,32.5,111,4.54,NA,No
1993,John Bonds,Northern Arizona,QB,Combine,76.4,230,NA,5.02,NA,28.5,106,4.27,NA,No
1993,Mark Brunell,Washington,QB,Combine,73,206,NA,4.7,NA,30.5,112,4.19,NA,No
1993,John Charles,Portland State (OR),QB,Combine,71.4,211,NA,NA,NA,NA,NA,NA,NA,No
1993,Elvis Grbac,Michigan,QB,Combine,77.1,232,NA,4.81,NA,31.5,112,4.5,NA,No
1993,Trent Green,Indiana,QB,Combine,74.5,211,NA,4.92,NA,32.5,116,4.2,NA,No
1993,Billy Joe Hobert,Washington,QB,Combine,74.6,234,NA,4.89,NA,30.5,109,4.29,NA,No
1993,Eric Hunter,Purdue,QB,Combine,75.5,212,NA,4.72,NA,36.5,122,4.39,NA,No
1993,Troy Kopp,Pacific (CA),QB,Combine,73.3,212,NA,5.12,NA,26.5,103,4.46,NA,No
1993,Brad Lebo,Montana,QB,Combine,75.1,228,NA,5.17,NA,27.5,103,4.62,NA,No
1993,Jeff Loots,Southwest Minnesota,QB,Combine,73,192,NA,4.96,NA,27.5,104,4.28,NA,No
1993,Jamie Martin,Weber State (UT),QB,Combine,74.4,210,NA,4.83,NA,31,115,4.3,NA,No
1993,Shane Matthews,Florida,QB,Combine,74.6,196,NA,4.89,NA,32,105,4.37,NA,No
1993,Rick Mirer,Notre Dame,QB,Combine,74,216,NA,NA,NA,NA,NA,NA,NA,No
1993,Henderson Mosely,Central State (OH),QB,Combine,72.6,241,NA,4.87,NA,31.5,105,4.76,NA,No
1993,Charles Puleri,New Mexico State,QB,Combine,72.1,208,NA,5.1,NA,24.5,99,4.53,NA,No
1993,Steve Smith,Western State Colorado,QB,Combine,76.3,223,NA,NA,NA,NA,NA,NA,NA,No
1993,Gino Torretta,Miami (FL),QB,Combine,74,219,NA,NA,NA,31,106,NA,NA,No
1993,Alex Van Pelt,Pittsburgh,QB,Combine,72,212,NA,4.97,NA,30.5,NA,NA,NA,No
1993,Erik White,Bowling Green (OH),QB,Combine,76.5,206,NA,4.89,NA,28.5,106,4.59,NA,No
1993,Greg Willig,Rice (TX),QB,Combine,78,234,NA,5.31,NA,23,90,4.66,NA,No
1992,Mark Barsotti,Frenso State (CA),QB,Combine,73.5,207,NA,4.92,NA,28.5,108,4.5,NA,No
1992,Jeff Bender,Central Michigan,QB,Combine,73.1,212,NA,5.06,NA,29.5,110,4.58,NA,No
1992,Jeff Blake,East Carolina (NC),QB,Combine,71.8,202,NA,4.86,NA,30.5,115,4.6,NA,No
1992,Matt Blundin,Virginia,QB,Combine,78,228,NA,4.99,NA,25.5,103,4.53,NA,No
1992,Ty Detmer,Brigham Young,QB,Combine,71.8,179,NA,NA,NA,NA,NA,NA,NA,No
1992,Will Furrer,Virginia Tech,QB,Combine,74.6,208,NA,4.88,NA,32,106,4.46,NA,No
1992,Kent Graham,Ohio State,QB,Combine,76.9,232,NA,5.14,NA,27.5,103,4.21,NA,No
1992,Chris Hakel,William & Mary (VA),QB,Combine,74.3,231,NA,5.17,NA,23.5,102,4.79,NA,No
1992,Brad Johnson,Florida State,QB,Combine,76.5,218,NA,5.02,NA,29.5,110,4.29,NA,No
1992,Andy Kelly,Tennessee,QB,Combine,74.4,217,NA,5.14,NA,26,103,4.31,NA,No
1992,David Klingler,Houston,QB,Combine,74.5,205,NA,4.82,NA,32.5,111,4.01,NA,No
1992,Tony Lowery,Wisconsin,QB,Combine,74,184,NA,4.76,NA,32.5,119,4.31,NA,No
1992,Keithen Mccant,Nebraska,QB,Combine,73.6,208,NA,4.71,NA,31.5,120,NA,NA,No
1992,Mike Pawlawski,California,QB,Combine,73.5,204,NA,4.89,NA,29.5,112,4.46,NA,No
1992,Chris Pederson,Iowa State,QB,Combine,74.4,223,NA,4.84,NA,29,101,4.34,NA,No
1992,Matt Rodgers,Iowa,QB,Combine,74.3,213,NA,4.98,NA,26.5,110,4.22,NA,No
1992,T.J. Rubley,Tulsa (OK),QB,Combine,74.6,199,NA,4.88,NA,27,NA,4.22,NA,No
1992,Tony Sacca,Penn State,QB,Combine,76.6,234,NA,4.86,NA,29.5,107,4.21,NA,No
1992,Matt Veatch,San Jose State,QB,Combine,75.6,207,NA,4.87,NA,30.5,109,4.34,NA,No
1992,Kevin Verdugo,Colorado State,QB,Combine,74.6,211,NA,5.21,NA,23.5,97,4.53,NA,No
1992,Casey Weldon,Florida State,QB,Combine,72.6,200,NA,4.83,NA,32.5,102,4.06,NA,No
1991,Grady Bennett,Montana,QB,Combine,74,209,NA,4.97,NA,29.5,106,4.49,NA,No
1991,Tom Bill,Penn State,QB,Combine,73.4,214,NA,5.08,NA,27.5,105,4.61,NA,No
1991,Jeff Bridewell,UC-Davis,QB,Combine,75.9,214,NA,5.05,NA,27.5,106,4.58,NA,No
1991,Chris Cochrane,Cornell (NY),QB,Combine,74.1,218,NA,5.03,NA,28.5,100,4.38,NA,No
1991,Matthew Degennaro,Connecticut,QB,Combine,72.6,206,NA,4.95,NA,29.5,104,4.51,NA,No
1991,Dan Enos,Michigan State,QB,Combine,72,192,NA,4.81,NA,26,102,4.22,NA,No
1991,Brett Favre,Southern Mississippi,QB,Combine,74,217,NA,NA,NA,NA,NA,NA,NA,No
1991,Greg Frey,Ohio State,QB,Combine,73.4,197,NA,5.07,NA,27,100,4.3,NA,No
1991,Brad Gossen,Washington State,QB,Combine,73,213,NA,5.27,NA,25,97,4.52,NA,No
1991,David Gulledge,Jacksonville State (AL),QB,Combine,73.3,203,NA,NA,NA,32,116,NA,NA,No
1991,Donald Hollas,Rice (TX),QB,Combine,75.1,215,NA,4.93,NA,28.5,104,4.31,NA,No
1991,Greg Jones,West Virginia,QB,Combine,73.3,208,NA,4.98,NA,27.5,102,4.56,NA,No
1991,Paul Justin,Arizona State,QB,Combine,75.8,202,NA,5.04,NA,27.5,104,4.36,NA,No
1991,Ralph Martini,San Jose State,QB,Combine,74.1,223,NA,5.17,NA,27,103,4.43,NA,No
1991,Dan Mcgwire,San Diego State,QB,Combine,79.9,243,NA,5.1,NA,31.5,114,4.36,NA,No
1991,Shawn Moore,Virginia,QB,Combine,73.9,213,NA,NA,NA,NA,NA,NA,NA,No
1991,Bill Musgrave,Oregon,QB,Combine,74.3,200,NA,4.98,NA,30.5,106,4.27,NA,No
1991,Browning Nagle,Louisville,QB,Combine,74.3,231,NA,NA,NA,NA,NA,NA,NA,No
1991,Billy Ray,Duke,QB,Combine,74.3,199,NA,4.96,NA,34.5,118,4.38,NA,No
1991,Deron Smith,Tulane (LA),QB,Combine,76.1,216,NA,4.69,NA,33,116,4.31,NA,No
1991,Leonard Valentine,Nicholls State (LA),QB,Combine,72,231,NA,NA,NA,NA,NA,NA,NA,No
1991,Scott Zolak,Maryland,QB,Combine,77,222,NA,5.01,NA,30.5,105,4.4,NA,No
1990,Kirk Baumgartner,Wisconsin-Steven's Point,QB,Combine,74.8,203,NA,5.2,NA,23,100,4.64,NA,No
1990,Frank Baur,Lafayette (PA),QB,Combine,75.1,220,NA,4.97,NA,26,106,4.36,NA,No
1990,Mike Buck,Maine,QB,Combine,74.6,218,NA,5.04,NA,25,103,4.33,NA,No
1990,Mark Carr,New Hampshire,QB,Combine,76.9,225,NA,5.07,NA,27.5,101,4.39,NA,No
1990,Cary Conklin,Washington,QB,Combine,76,215,NA,4.96,NA,26.5,109,4.56,NA,No
1990,Todd Ellis,South Carolina,QB,Combine,73.3,203,NA,NA,NA,NA,NA,NA,NA,No
1990,Scott Erney,Rutgers,QB,Combine,73.5,200,NA,4.93,NA,29.5,108,4.14,NA,No
1990,John Friesz,Idaho,QB,Combine,76.3,209,NA,5.29,NA,22,97,4.57,NA,No
1990,Clemente Gordon,Grambling State (LA),QB,Combine,75,222,NA,4.84,NA,28,109,4.54,NA,No
1990,John Gromos,Vanderbilt,QB,Combine,76.3,210,NA,5.01,NA,27,100,4.31,NA,No
1990,Mike Gundy,Oklahoma State,QB,Combine,70.4,184,NA,5.15,NA,26,99,4.27,NA,No
1990,Wally Henry,Mississippi College,QB,Combine,74.8,200,NA,NA,NA,NA,NA,NA,NA,No
1990,Tommy Hodson,Louisiana State,QB,Combine,74,189,NA,4.94,NA,30.5,110,4.4,NA,No
1990,Mike Johnson,Akron,QB,Combine,73.5,190,NA,4.92,NA,28,111,4.34,NA,No
1990,Neil O'Donnell,Maryland,QB,Combine,74.3,217,NA,4.89,NA,32.5,109,4.03,NA,No
1990,Michael Proctor,Murray State (KY),QB,Combine,74.3,202,NA,NA,NA,NA,118,NA,NA,No
1990,Tony Rice,Notre Dame,QB,Combine,72.3,197,NA,4.82,NA,37,118,4.1,NA,No
1990,Dave Schnell,Indiana,QB,Combine,73.5,214,NA,5.03,NA,26,105,4.48,NA,No
1990,Reggie Slack,Auburn,QB,Combine,73.1,217,NA,NA,NA,NA,NA,NA,NA,No
1990,Troy Taylor,California,QB,Combine,75.4,201,NA,4.73,NA,33.5,116,4.13,NA,No
1990,Peter Willis,Florida State,QB,Combine,74,188,NA,5.12,NA,26,94,4.53,NA,No
1989,Jeff Carlson,Weber State (UT),QB,Combine,75,209,NA,5.06,NA,32,106,4.41,NA,No
1989,Anthony Dilweg,Duke,QB,Combine,75.4,199,NA,4.78,NA,28,102,4.37,NA,No
1989,Mike Elkins,Wake Forest,QB,Combine,75.3,221,NA,5.02,NA,29.5,97,4.5,NA,No
1989,Jeff Francis,Tennessee,QB,Combine,75.5,218,NA,4.9,NA,29.5,102,4.51,NA,No
1989,Jason Garrett,Princeton,QB,Combine,72.5,192,NA,4.85,NA,29.5,109,4.06,NA,No
1989,Mickey Guidry,Louisiana State,QB,Combine,73.5,210,NA,NA,NA,NA,NA,NA,NA,No
1989,Chuck Hartlieb,Iowa,QB,Combine,72.8,208,NA,NA,NA,NA,NA,4.17,NA,No
1989,James Harvey,North Carolina Central,QB,Combine,73.4,207,NA,4.94,NA,29,105,4.53,NA,No
1989,Bob Jean,New Hampshire,QB,Combine,74,210,NA,4.88,NA,32.5,117,4.6,NA,No
1989,Eric Jones,Vanderbilt,QB,Combine,72.9,196,NA,4.79,NA,35,116,4.03,NA,No
1989,Terrence Jones,Tulane (LA),QB,Combine,73.3,209,NA,4.64,NA,34,110,4.34,NA,No
1989,Drew Komlo,Catholic University (DC),QB,Combine,75.3,215,NA,5.19,NA,26.5,97,4.64,NA,No
1989,Rodney Peete,Southern California,QB,Combine,72.5,195,NA,4.72,NA,29,103,4.53,NA,No
1989,Todd Philcox,Syracuse,QB,Combine,76,213,NA,5.12,NA,27.5,100,4.43,NA,No
1989,Brent Snyder,Utah State,QB,Combine,75.3,225,NA,5.09,NA,25.5,104,4.45,NA,No
1989,Billy Joe Tolliver,Texas Tech,QB,Combine,72.6,217,NA,5.09,NA,28.5,96,4.42,NA,No
1989,Erik Wilhelm,Oregon State,QB,Combine,74.8,209,NA,5.18,NA,26,101,4.21,NA,No
1988,Kerwin Bell,Florida,QB,Combine,74.1,200,NA,5.07,NA,28.5,102,4.63,NA,No
1988,Jeff Burger,Auburn,QB,Combine,71.9,208,NA,4.72,NA,32.5,108,4.39,NA,No
1988,Chris Chandler,Washington,QB,Combine,75.9,211,NA,4.87,10,30,102,4.4,NA,No
1988,Dan Henning,Maryland,QB,Combine,71.5,195,NA,5.27,5,26.5,99,4.64,NA,No
1988,Stan Humphries,Louisiana-Monroe,QB,Combine,73.9,223,NA,4.93,NA,28,102,4.56,NA,No
1988,Matthew Knizner,Penn State,QB,Combine,74.4,198,NA,4.91,NA,28.5,101,4.6,NA,No
1988,Mark Maye,North Carolina,QB,Combine,75,196,NA,NA,NA,NA,NA,NA,NA,No
1988,Dan Mccoin,Cincinnati,QB,Combine,74.6,206,NA,5.1,NA,25.5,97,4.62,NA,No
1988,Danny Mcmanus,Florida State,QB,Combine,71.5,196,NA,4.86,NA,25,101,4.49,NA,No
1988,Don Mcpherson,Syracuse,QB,Combine,73.1,181,NA,4.53,NA,32,114,4.2,NA,No
1988,Mike Perez,San Jose State,QB,Combine,73.5,207,NA,NA,16,NA,NA,NA,NA,No
1988,Todd Santos,San Diego State,QB,Combine,73.9,207,NA,4.98,10,27.5,100,4.5,NA,No
1988,Steve Slayden,Duke,QB,Combine,73.5,185,NA,4.99,1,26.5,103,4.57,NA,No
1988,Rick Strom,Georgia Tech,QB,Combine,74.3,203,NA,4.72,9,31,108,4.39,NA,No
1987,Steve Beuerlein,Notre Dame,QB,Combine,74.4,203,NA,5.1,3,23,93,4.63,NA,No
1987,Cody Carlson,Baylor,QB,Combine,75,191,NA,4.82,NA,29.5,111,4.45,NA,No
1987,Rich Gannon,Delaware,QB,Combine,74.3,193,NA,4.58,7,32.5,110,4.11,NA,No
1987,Shawn Halloran,Boston College,QB,Combine,76.3,217,NA,5.14,10,23.5,94,4.53,NA,No
1987,Jim Harbaugh,Michigan,QB,Combine,74.3,203,NA,NA,NA,NA,NA,NA,NA,No
1987,Doug Hudson,Nicholls State (LA),QB,Combine,73.8,197,NA,4.86,NA,25,105,4.52,NA,No
1987,Don Majkowski,Virginia,QB,Combine,73.5,199,NA,4.83,NA,34,116,4.13,NA,No
1987,Chris Miller,Oregon,QB,Combine,73.4,190,NA,4.74,NA,30.5,117,4.35,NA,No
1987,Bill Ransdell,Kentucky,QB,Combine,73.5,204,NA,4.96,10,24,99,4.22,NA,No
1987,Mike Shula,Alabama,QB,Combine,74,201,NA,5.13,2,26.5,99,4.49,NA,No
1987,Loren Snyder,Northern Colorado,QB,Combine,75.6,207,NA,5.15,6,26.5,104,4.63,NA,No
1987,Kelly Stouffer,Colorado State,QB,Combine,75,212,NA,4.95,NA,28,108,4.51,NA,No
1987,Kevin Sweeney,Frenso State (CA),QB,Combine,71.3,187,NA,NA,NA,NA,NA,NA,NA,No
1987,Vinny Testaverde,Miami (FL),QB,Combine,76.3,213,NA,4.75,13,NA,NA,NA,NA,No
1987,Jeff Van Raaphorst,Arizona State,QB,Combine,73,206,NA,4.83,8,24,106,4.41,NA,No
